2203,4491,3577,10726
2192,4465,3546,10650
2186,4452,3565,10701
2205,4497,3583,10750
2202,4488,3573,10723
2201,4489,3573,10725
2208,4502,3585,10759
2212,4512,3599,10796
2207,4499,3586,10765
2207,4502,3588,10768
2201,4491,3576,10730
2196,4479,3564,10694
2203,4494,3582,10741
2202,4494,3583,10739
2198,4483,3571,10708
2197,4483,3568,10705
2218,4523,3611,10825
2219,4527,3611,10824
2185,4447,3525,10591
2201,4490,3574,10722
